
0;-1.0
0;-1.0
0;-1.9
0;-1.9
0,001;-2.629
0,001;-2.71
0,001;-3.2850997
0,001;-3.439
0,002;-3.8755898
0,002;-4.0951
0,003;-4.4070306
0,003;-4.68559
0,003;-4.8853273
0,004;-5.155992
0,004;-5.3157945
0,004;-5.525288
0,005;-5.7032146
0,005;-5.857654
0,005;-6.0518928
0,006;-6.1567836
0,006;-6.3657036
0,006;-6.4259996
0,007;-6.648133
0,007;-6.668295
0,008;-6.8863597
0,008;-6.9774632
0,009;-7.279717
0,009;-7.3538814
0,01;-7.470008
0,01;-7.5255704
0,011;-7.6758623
0,011;-7.796988
0,012;-7.866268
0,012;-7.9410877
0,013;-8.012856
0,014;-8.084591
0,014;-8.146978
0,015;-8.200424
0,016;-8.274477
0,016;-8.33228
0,017;-8.33328
0,017;-8.338535
0,018;-8.400236
0,018;-8.411545
0,019;-8.43659
0,02;-8.48728
0,02;-8.499052
0,021;-8.526377
0,021;-8.550318
0,022;-8.577996
0,023;-8.61821
0,023;-8.629105
0,024;-8.649147
0,025;-8.65608
0,025;-8.677359
0,026;-8.699215
0,026;-8.707666
0,027;-8.708446
0,027;-8.721991
0,027;-8.733472
0,028;-8.748215
0,028;-8.758411
0,028;-8.767853
0,029;-8.784232
0,029;-8.793371
0,03;-8.79619
0,03;-8.813993
0,03;-8.830814
0,03;-8.839436
0,031;-8.846855
0,031;-8.87306
0,032;-8.873779
0,032;-8.881408
0,032;-8.882933
0,033;-8.894154
0,033;-8.897496
0,033;-8.899374
0,033;-8.905809
0,034;-8.906275
0,034;-8.909132
0,034;-8.918581
0,035;-8.924767
0,035;-8.953793
0,035;-8.954029
0,036;-8.955001
0,036;-8.96438
0,037;-8.989632
0,037;-8.9943905
0,037;-8.998768
0,038;-9.001905
0,038;-9.007576
0,038;-9.011464
0,039;-9.012967
0,039;-9.015228
0,039;-9.01858
0,04;-9.018825
0,04;-9.019045
0,04;-9.019243
0,04;-9.019422
0,041;-9.019582
0,041;-9.019727
0,041;-9.019856
0,041;-9.019973
0,041;-9.02008
0,042;-9.020174
0,042;-9.020259
0,042;-9.020334
0,042;-9.020404
0,043;-9.020468
0,043;-9.020523
0,043;-9.020574
0,043;-9.020618
0,044;-9.0206585
0,044;-9.020696
0,044;-9.020728
0,044;-9.02076
0,045;-9.020785
0,045;-9.020809
0,045;-9.02083
0,045;-9.02085
0,045;-9.020867
0,046;-9.020883
0,046;-9.020898
0,046;-9.02091
0,046;-9.020923
0,047;-9.020932
0,047;-9.020941
0,047;-9.020949
0,047;-9.020957
0,048;-9.020964
0,048;-9.02097
0,048;-9.020975
0,048;-9.020981
0,049;-9.020986
0,049;-9.020989
0,049;-9.020992
0,049;-9.020996
0,049;-9.021
0,05;-9.021002
0,05;-9.021005
0,05;-9.021007
0,051;-9.0210085
0,051;-9.021009
0,051;-9.021011
0,051;-9.021013
0,052;-9.021014
0,052;-9.021014
0,052;-9.021016
0,052;-9.021017
0,053;-9.021017
0,053;-9.021018
0,053;-9.021018
0,053;-9.02102
0,054;-9.02102
0,054;-9.02102
0,054;-9.02102
0,054;-9.021022
0,055;-9.021022
0,055;-9.021024
0,055;-9.021024
