
0;-1.0
0,021;-1.0
0,023;-1.9
0,025;-1.9
0,026;-2.010455
0,027;-2.039909
0,028;-2.7271705
0,03;-2.8094094
0,032;-2.835918
0,033;-2.9336102
0,034;-2.9597583
0,035;-2.9857123
0,036;-3.4950075
0,037;-3.5843275
0,039;-3.632548
0,04;-3.6634715
0,042;-3.745872
0,043;-3.8191035
0,045;-3.9209423
0,047;-3.9978504
0,049;-4.333608
0,051;-4.4284854
0,055;-4.446484
0,057;-4.4709177
0,058;-4.5959682
0,061;-4.789756
0,063;-4.8071227
0,066;-4.873213
0,067;-5.101893
0,07;-5.1917553
0,073;-5.2083173
0,076;-5.231458
0,077;-5.314569
0,08;-5.406917
0,085;-5.419307
0,088;-5.4329977
0,089;-5.4893627
0,093;-5.5801344
0,098;-5.6071906
0,102;-5.624809
0,104;-5.6880317
0,106;-5.7208962
0,108;-5.835721
0,112;-5.870227
0,116;-5.9023023
0,118;-5.969117
0,122;-6.0812316
0,127;-6.094015
0,13;-6.103753
0,131;-6.1953435
0,135;-6.237021
0,141;-6.2562523
0,149;-6.2644625
0,153;-6.269292
0,156;-6.419333
0,161;-6.4375653
0,165;-6.450902
0,17;-6.4632792
0,172;-6.484427
0,178;-6.522679
0,183;-6.6822376
0,189;-6.698014
0,195;-6.718251
0,2;-6.744017
0,205;-6.827015
0,213;-6.8446937
0,217;-6.859389
0,224;-6.961423
0,227;-7.0052557
0,231;-7.017925
0,237;-7.0397167
0,239;-7.0796223
0,244;-7.1334343
0,252;-7.1546164
0,257;-7.1594763
0,26;-7.1801696
0,265;-7.20177
0,273;-7.2154217
0,279;-7.219514
0,285;-7.23296
0,288;-7.303893
0,294;-7.4073296
0,302;-7.423273
0,31;-7.425149
0,316;-7.451359
0,323;-7.465257
0,336;-7.4902835
0,352;-7.515544
0,359;-7.5160704
0,369;-7.614862
0,378;-7.6256323
0,384;-7.645594
0,39;-7.6520934
0,398;-7.711591
0,413;-7.719243
0,416;-7.73036
0,427;-7.7497516
0,43;-7.7746034
0,435;-7.89166
0,446;-7.9070163
0,453;-7.92375
0,462;-7.9341297
0,472;-7.9657044
0,52;-7.990531
0,535;-7.996974
0,543;-8.069794
0,551;-8.097878
0,56;-8.10936
0,565;-8.11635
0,572;-8.130966
0,579;-8.143869
0,583;-8.153236
0,593;-8.162979
0,6;-8.232441
0,607;-8.2484665
0,611;-8.280671
0,618;-8.308603
0,628;-8.320774
0,649;-8.324675
0,659;-8.335758
0,666;-8.335886
0,673;-8.37635
0,682;-8.385053
0,692;-8.4261265
0,697;-8.481066
0,705;-8.487398
0,712;-8.487707
0,718;-8.532227
0,723;-8.535864
0,732;-8.543099
0,741;-8.5581665
0,748;-8.562958
0,756;-8.57205
0,759;-8.591667
0,766;-8.605473
0,778;-8.612873
0,784;-8.626608
0,79;-8.679783
0,802;-8.689142
0,809;-8.694542
0,813;-8.705086
0,821;-8.719917
0,834;-8.730169
0,838;-8.731741
0,842;-8.782574
0,852;-8.787775
0,862;-8.799791
0,864;-8.800312
0,873;-8.855221
0,885;-8.865679
0,891;-8.874899
0,902;-8.878328
0,911;-8.879097
0,914;-8.880531
0,924;-8.896687
0,932;-8.906401
0,938;-8.9074955
0,946;-8.942629
0,953;-8.950722
0,961;-8.952837
0,964;-8.962502
0,974;-8.963829
0,976;-8.965914
0,983;-8.966576
0,986;-8.966736
0,989;-8.966736
